Time,signal,IKK,IKKa,NFkB,NFkBa,IkB,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11
125.822152,1.25822152,0.169425,0.830575,0.991892,0.008108,4.235121,0.000086,2.293092,2.471269,5.355237,0.00039,0.00478,0.004123,0.000518,3.491424,0.066299,3.659916
127.023407,1.27023407,0.167837,0.832163,0.991231,0.008769,4.115566,0.000085,2.281403,2.459644,5.356336,0.00039,0.004788,0.004086,0.000519,3.491424,0.071707,3.659913
128.148737,1.28148737,0.166378,0.833622,0.990562,0.009438,4.009698,0.000085,2.270576,2.448828,5.357342,0.000389,0.004795,0.00405,0.000519,3.491424,0.077182,3.659911
128.898957,1.28898957,0.16542,0.83458,0.990088,0.009912,3.94264,0.000084,2.263422,2.441657,5.358,0.000389,0.0048,0.004026,0.000519,3.491424,0.081051,3.659909
130.202958,1.30202958,0.163783,0.836217,0.989215,0.010785,3.833226,0.000083,2.251109,2.429271,5.359123,0.000389,0.004808,0.003984,0.000519,3.491424,0.088191,3.659907
131.072292,1.31072292,0.162711,0.837289,0.988598,0.011402,3.765602,0.000083,2.242984,2.421067,5.359856,0.000389,0.004813,0.003958,0.000519,3.491424,0.093235,3.659905
131.941627,1.31941627,0.161654,0.838346,0.987955,0.012045,3.702461,0.000082,2.234924,2.412907,5.360577,0.000389,0.004818,0.003933,0.000519,3.491424,0.098498,3.659904
133.037836,1.33037836,0.160341,0.839659,0.987107,0.012893,3.629518,0.000082,2.224854,2.402678,5.36147,0.000389,0.004824,0.003903,0.000519,3.491424,0.105429,3.659902
134.134045,1.34134045,0.159051,0.840949,0.986223,0.013777,3.564341,0.000081,2.214884,2.392518,5.362346,0.000389,0.00483,0.003877,0.000519,3.491424,0.112659,3.6599
135.230255,1.35230255,0.157783,0.842217,0.985307,0.014693,3.507241,0.000081,2.205012,2.382426,5.363204,0.000388,0.004835,0.003856,0.000519,3.491424,0.120154,3.659898
135.778359,1.35778359,0.157157,0.842843,0.984838,0.015162,3.481805,0.00008,2.200113,2.377406,5.363627,0.000388,0.004838,0.003846,0.000519,3.491424,0.123988,3.659897
136.900753,1.36900753,0.155892,0.844108,0.98386,0.01614,3.436347,0.00008,2.190156,2.367178,5.36448,0.000388,0.004844,0.003832,0.000519,3.491424,0.131986,3.659896
138.023146,1.38023146,0.154647,0.845353,0.982863,0.017137,3.399957,0.000079,2.180298,2.357021,5.365316,0.000388,0.004849,0.003824,0.000519,3.491424,0.140134,3.659895
139.14554,1.3914554,0.153424,0.846576,0.981856,0.018144,3.372769,0.000079,2.170536,2.346935,5.366137,0.000388,0.004854,0.003823,0.000519,3.491424,0.14837,3.659894
140.267933,1.40267933,0.152221,0.847779,0.980846,0.019154,3.354845,0.000078,2.16087,2.336919,5.366941,0.000387,0.00486,0.00383,0.000519,3.491424,0.156627,3.659894
141.198997,1.41198997,0.151237,0.848763,0.980013,0.019987,3.346995,0.000078,2.152923,2.328663,5.367597,0.000387,0.004864,0.003841,0.000519,3.491424,0.163441,3.659893
142.130061,1.42130061,0.150267,0.849733,0.979189,0.020811,3.345457,0.000077,2.145039,2.320456,5.368243,0.000387,0.004868,0.003858,0.000519,3.491424,0.170177,3.659893
143.061125,1.43061125,0.14931,0.85069,0.97838,0.02162,3.350138,0.000077,2.137217,2.312296,5.368879,0.000387,0.004872,0.00388,0.000519,3.491424,0.176794,3.659893
144.009694,1.44009694,0.148349,0.851651,0.977576,0.022424,3.361166,0.000076,2.129312,2.304032,5.369517,0.000387,0.004876,0.003909,0.000519,3.491424,0.183366,3.659894
144.975768,1.44975768,0.147382,0.852618,0.976785,0.023215,3.378703,0.000076,2.121326,2.295666,5.370157,0.000387,0.00488,0.003944,0.000519,3.491424,0.189838,3.659894
146.171026,1.46171026,0.146205,0.853795,0.975852,0.024148,3.408847,0.000075,2.111534,2.285385,5.370934,0.000386,0.004885,0.003996,0.000519,3.491424,0.197466,3.659895
146.967865,1.46967865,0.14543,0.85457,0.975264,0.024736,3.433884,0.000075,2.10506,2.278574,5.371445,0.000386,0.004889,0.004035,0.000519,3.491424,0.202279,3.659896
148.093967,1.48093967,0.144351,0.855649,0.974484,0.025516,3.475593,0.000074,2.095983,2.269007,5.372155,0.000386,0.004893,0.004097,0.000519,3.491424,0.208655,3.659897
149.081757,1.49081757,0.143417,0.856583,0.973856,0.026144,3.517856,0.000074,2.08809,2.26067,5.372767,0.000386,0.004897,0.004156,0.000519,3.491424,0.213791,3.659898
150.116309,1.50116309,0.142453,0.857547,0.973259,0.026741,3.567307,0.000073,2.079891,2.251995,5.373399,0.000386,0.004902,0.004224,0.000519,3.491424,0.218668,3.6599
150.868362,1.50868362,0.14176,0.85824,0.972868,0.027132,3.606276,0.000073,2.073974,2.245724,5.373852,0.000386,0.004905,0.004276,0.000519,3.491424,0.221868,3.659901
151.996442,1.51996442,0.140735,0.859265,0.972352,0.027648,3.668952,0.000073,2.065166,2.236373,5.374521,0.000386,0.00491,0.004358,0.000519,3.491424,0.226089,3.659903
152.849774,1.52849774,0.139969,0.860031,0.97202,0.02798,3.719299,0.000072,2.058555,2.229344,5.37502,0.000386,0.004914,0.004422,0.000519,3.491424,0.2288,3.659904
153.804387,1.53804387,0.139122,0.860878,0.971712,0.028288,3.778126,0.000072,2.051213,2.221525,5.375571,0.000385,0.004918,0.004497,0.000519,3.491424,0.23132,3.659905
155.236305,1.55236305,0.137872,0.862128,0.971377,0.028623,3.870216,0.000071,2.040303,2.209885,5.376382,0.000385,0.004925,0.004611,0.000519,3.491424,0.234058,3.659908
156.200889,1.56200889,0.137043,0.862957,0.97124,0.02876,3.934057,0.000071,2.033023,2.202103,5.376919,0.000385,0.004929,0.004689,0.000519,3.491424,0.235186,3.659909
157.175445,1.57175445,0.136216,0.863784,0.971172,0.028828,3.999376,0.00007,2.025723,2.194288,5.377454,0.000385,0.004934,0.004768,0.000519,3.491424,0.235735,3.659911
158.150001,1.58150001,0.135399,0.864601,0.971177,0.028823,4.06494,0.00007,2.018478,2.186522,5.377981,0.000385,0.004938,0.004846,0.000519,3.491424,0.235695,3.659912
159.124557,1.59124557,0.134592,0.865408,0.971253,0.028747,4.130181,0.00007,2.011287,2.178803,5.378501,0.000385,0.004943,0.004923,0.000519,3.491424,0.235076,3.659914
160.282869,1.60282869,0.133646,0.866354,0.971432,0.028568,4.206533,0.000069,2.00281,2.16969,5.37911,0.000385,0.004949,0.005011,0.000519,3.491424,0.233608,3.659915
160.862025,1.60862025,0.133178,0.866822,0.971557,0.028443,4.243959,0.000069,1.998599,2.165159,5.37941,0.000385,0.004952,0.005054,0.000519,3.491424,0.232586,3.659916
162.020338,1.62020338,0.132252,0.867748,0.971875,0.028125,4.316766,0.000068,1.990234,2.156146,5.380004,0.000386,0.004958,0.005135,0.000519,3.491424,0.229992,3.659917
163.17865,1.6317865,0.131339,0.868661,0.972276,0.027724,4.386162,0.000068,1.981941,2.147198,5.380588,0.000386,0.004964,0.005211,0.000519,3.491424,0.226709,3.659919
163.757806,1.63757806,0.130887,0.869113,0.972506,0.027494,4.419339,0.000068,1.977822,2.142748,5.380877,0.000386,0.004967,0.005246,0.000519,3.491424,0.224827,3.659919
164.916118,1.64916118,0.129993,0.870007,0.97302,0.02698,4.48221,0.000067,1.969637,2.133897,5.381447,0.000386,0.004973,0.005312,0.000519,3.491424,0.220626,3.65992
166.07443,1.6607443,0.129112,0.870888,0.973598,0.026402,4.539902,0.000067,1.961522,2.125111,5.382009,0.000386,0.004979,0.005369,0.000519,3.491424,0.215902,3.659921
167.105418,1.67105418,0.128338,0.871662,0.974158,0.025842,4.586441,0.000067,1.954357,2.117344,5.382501,0.000386,0.004984,0.005413,0.000519,3.491424,0.21132,3.659922
168.167541,1.68167541,0.12755,0.87245,0.974773,0.025227,4.629279,0.000066,1.947033,2.109395,5.383002,0.000386,0.00499,0.005451,0.000519,3.491424,0.206295,3.659923
168.875624,1.68875624,0.127031,0.872969,0.975199,0.024801,4.654812,0.000066,1.942182,2.104125,5.383331,0.000386,0.004994,0.005471,0.000519,3.491424,0.202806,3.659923
170.080129,1.70080129,0.126156,0.873844,0.975948,0.024052,4.692465,0.000065,1.933986,2.095213,5.383885,0.000386,0.005,0.005498,0.000519,3.491424,0.196681,3.659924
171.072976,1.71072976,0.125445,0.874555,0.97658,0.02342,4.717885,0.000065,1.927285,2.087918,5.384334,0.000387,0.005005,0.005513,0.000519,3.491424,0.191514,3.659924
172.065823,1.72065823,0.124742,0.875258,0.977217,0.022783,4.738149,0.000065,1.920631,2.080668,5.384778,0.000387,0.00501,0.00552,0.000519,3.491424,0.186303,3.659925
173.058669,1.73058669,0.124047,0.875953,0.977853,0.022147,4.753239,0.000064,1.914025,2.073462,5.385216,0.000387,0.005016,0.005521,0.000519,3.491424,0.181104,3.659925
174.051516,1.74051516,0.123359,0.876641,0.978481,0.021519,4.763197,0.000064,1.907465,2.066301,5.385649,0.000387,0.005021,0.005514,0.000519,3.491424,0.175973,3.659925
175.044363,1.75044363,0.12268,0.87732,0.979093,0.020907,4.768115,0.000064,1.900952,2.059185,5.386076,0.000387,0.005026,0.005501,0.000519,3.491424,0.170961,3.659925
176.03721,1.7603721,0.122008,0.877992,0.979686,0.020314,4.768137,0.000063,1.894484,2.052111,5.386498,0.000387,0.005031,0.005483,0.000519,3.491424,0.166119,3.659925
177.030057,1.77030057,0.121343,0.878657,0.980251,0.019749,4.763455,0.000063,1.888061,2.045082,5.386915,0.000387,0.005035,0.005459,0.000519,3.491424,0.161492,3.659925
178.022904,1.78022904,0.120686,0.879314,0.980786,0.019214,4.754303,0.000063,1.881683,2.038095,5.387326,0.000387,0.00504,0.005429,0.000519,3.491424,0.157121,3.659925
179.042024,1.79042024,0.120019,0.879981,0.981297,0.018703,4.740548,0.000063,1.875182,2.030969,5.387743,0.000388,0.005045,0.005395,0.000519,3.491424,0.152941,3.659925
180.087418,1.80087418,0.119342,0.880658,0.981778,0.018222,4.722193,0.000062,1.868561,2.023704,5.388166,0.000388,0.00505,0.005356,0.000519,3.491424,0.149008,3.659924
181.132812,1.81132812,0.118673,0.881327,0.982211,0.017789,4.69993,0.000062,1.861987,2.016487,5.388583,0.000388,0.005054,0.005314,0.000519,3.491424,0.145466,3.659924
182.178206,1.82178206,0.118012,0.881988,0.982594,0.017406,4.674178,0.000062,1.855461,2.009316,5.388995,0.000388,0.005059,0.005269,0.000519,3.491424,0.142337,3.659924
182.866637,1.82866637,0.11758,0.88242,0.982817,0.017183,4.655527,0.000061,1.851189,2.004619,5.389263,0.000388,0.005062,0.005238,0.000519,3.491424,0.140509,3.659923
184.120756,1.84120756,0.116802,0.883198,0.983165,0.016835,4.618576,0.000061,1.843458,1.996113,5.389746,0.000388,0.005067,0.005182,0.000519,3.491424,0.137667,3.659923
185.252134,1.85252134,0.11611,0.88389,0.983412,0.016588,4.582502,0.000061,1.83654,1.988495,5.390176,0.000388,0.005071,0.005131,0.000519,3.491424,0.135646,3.659922
185.817823,1.85817823,0.115766,0.884234,0.983512,0.016488,4.563681,0.00006,1.833101,1.984706,5.390389,0.000388,0.005073,0.005105,0.000519,3.491424,0.134829,3.659922
186.9492,1.869492,0.115086,0.884914,0.983665,0.016335,4.524833,0.00006,1.826261,1.977167,5.39081,0.000388,0.005078,0.005055,0.000519,3.491424,0.133576,3.659921
188.080578,1.88080578,0.114413,0.885587,0.983758,0.016242,4.484851,0.00006,1.819474,1.96968,5.391226,0.000388,0.005082,0.005006,0.000519,3.491424,0.13282,3.65992
189.211955,1.89211955,0.113749,0.886251,0.983791,0.016209,4.444288,0.000059,1.812738,1.962244,5.391636,0.000388,0.005086,0.004959,0.000519,3.491424,0.132544,3.65992
190.124199,1.90124199,0.113219,0.886781,0.983778,0.016222,4.411519,0.000059,1.807343,1.956286,5.391963,0.000388,0.005089,0.004923,0.000519,3.491424,0.132655,3.659919
191.036443,1.91036443,0.112694,0.887306,0.98373,0.01627,4.378983,0.000059,1.801981,1.95036,5.392286,0.000388,0.005091,0.004889,0.000519,3.491424,0.133049,3.659918
191.948687,1.91948687,0.112173,0.887827,0.983648,0.016352,4.346932,0.000059,1.796651,1.944467,5.392606,0.000388,0.005094,0.004857,0.000519,3.491424,0.133714,3.659918
192.860932,1.92860932,0.111658,0.888342,0.983536,0.016464,4.315604,0.000058,1.791353,1.938607,5.392923,0.000388,0.005097,0.004827,0.000519,3.491424,0.134632,3.659917
193.801554,1.93801554,0.111131,0.888869,0.98339,0.01661,4.284296,0.000058,1.785923,1.932598,5.393246,0.000388,0.0051,0.004798,0.000519,3.491424,0.135827,3.659917
195.212488,1.95212488,0.110351,0.889649,0.983118,0.016882,4.239719,0.000058,1.777841,1.923649,5.393725,0.000388,0.005104,0.004759,0.000519,3.491424,0.138052,3.659916
196.153111,1.96153111,0.109837,0.890163,0.982905,0.017095,4.211892,0.000058,1.772494,1.917724,5.394039,0.000388,0.005106,0.004736,0.000519,3.491424,0.139796,3.659915
197.096335,1.97096335,0.109326,0.890674,0.982668,0.017332,4.185725,0.000057,1.767164,1.911817,5.394352,0.000388,0.005109,0.004715,0.000519,3.491424,0.141731,3.659915
198.042159,1.98042159,0.108819,0.891181,0.98241,0.01759,4.161399,0.000057,1.761853,1.905927,5.394662,0.000388,0.005111,0.004698,0.000519,3.491424,0.143838,3.659914
198.987984,1.98987984,0.108316,0.891684,0.982135,0.017865,4.139138,0.000057,1.756574,1.90007,5.394969,0.000388,0.005114,0.004682,0.000519,3.491424,0.146092,3.659914
199.815709,1.99815709,0.10788,0.89212,0.981881,0.018119,4.121452,0.000057,1.75198,1.894972,5.395235,0.000388,0.005116,0.004671,0.000519,3.491424,0.148168,3.659913
201.057297,2.01057297,0.107232,0.892768,0.981482,0.018518,4.098231,0.000056,1.745134,1.887371,5.395629,0.000388,0.005119,0.004658,0.000519,3.491424,0.151432,3.659913
201.928471,2.01928471,0.106783,0.893217,0.981191,0.018809,4.084401,0.000056,1.740363,1.882072,5.395903,0.000388,0.005121,0.004652,0.000519,3.491424,0.153806,3.659913
202.843096,2.02843096,0.106315,0.893685,0.98088,0.01912,4.072134,0.000056,1.735383,1.876537,5.396187,0.000387,0.005123,0.004648,0.000519,3.491424,0.156354,3.659912
204.215032,2.04215032,0.10562,0.89438,0.980405,0.019595,4.058146,0.000055,1.727965,1.868291,5.396609,0.000387,0.005126,0.004646,0.000519,3.491424,0.16024,3.659912
204.784495,2.04784495,0.105335,0.894665,0.980206,0.019794,4.053911,0.000055,1.724905,1.864888,5.396782,0.000387,0.005127,0.004647,0.000519,3.491424,0.161863,3.659912
205.923422,2.05923422,0.104768,0.895232,0.97981,0.02019,4.048211,0.000055,1.718818,1.858117,5.397125,0.000387,0.00513,0.004651,0.000519,3.491424,0.165101,3.659912
207.062348,2.07062348,0.104208,0.895792,0.979419,0.020581,4.046181,0.000055,1.712773,1.85139,5.397465,0.000387,0.005132,0.00466,0.000519,3.491424,0.1683,3.659912
207.988755,2.07988755,0.103756,0.896244,0.979107,0.020893,4.047193,0.000055,1.707889,1.845952,5.397738,0.000387,0.005134,0.004669,0.000519,3.491424,0.170851,3.659912
208.915163,2.08915163,0.103309,0.896691,0.978803,0.021197,4.050539,0.000054,1.703032,1.840544,5.398008,0.000387,0.005136,0.004681,0.000519,3.491424,0.173336,3.659912
209.84157,2.0984157,0.102865,0.897135,0.978509,0.021491,4.05615,0.000054,1.698202,1.835164,5.398276,0.000387,0.005138,0.004695,0.000519,3.491424,0.175738,3.659912
210.843643,2.10843643,0.10239,0.89761,0.978205,0.021795,4.064672,0.000054,1.69301,1.829378,5.398563,0.000387,0.00514,0.004712,0.000519,3.491424,0.178225,3.659912
211.921383,2.11921383,0.101883,0.898117,0.977897,0.022103,4.07654,0.000054,1.68746,1.823193,5.398868,0.000387,0.005143,0.004734,0.000519,3.491424,0.180749,3.659912
212.999123,2.12999123,0.101382,0.898618,0.97761,0.02239,4.091034,0.000053,1.681947,1.817047,5.39917,0.000387,0.005145,0.004757,0.000519,3.491424,0.183094,3.659913
214.076863,2.14076863,0.100885,0.899115,0.977347,0.022653,4.107951,0.000053,1.676471,1.810938,5.399469,0.000387,0.005147,0.004783,0.000519,3.491424,0.185242,3.659913
214.696035,2.14696035,0.100602,0.899398,0.977208,0.022792,4.11868,0.000053,1.67334,1.807446,5.399639,0.000387,0.005149,0.004799,0.000519,3.491424,0.18638,3.659913
215.934378,2.15934378,0.10004,0.89996,0.976957,0.023043,4.142135,0.000053,1.667115,1.8005,5.399976,0.000387,0.005151,0.004832,0.000519,3.491424,0.188429,3.659914
216.837866,2.16837866,0.099635,0.900365,0.976799,0.023201,4.160748,0.000052,1.662602,1.795463,5.400219,0.000387,0.005153,0.004857,0.000519,3.491424,0.189726,3.659914
217.857194,2.17857194,0.099181,0.900819,0.976646,0.023354,4.183052,0.000052,1.65754,1.789812,5.400491,0.000387,0.005156,0.004886,0.000519,3.491424,0.190979,3.659915
218.876523,2.18876523,0.098731,0.901269,0.97652,0.02348,4.206515,0.000052,1.652509,1.784194,5.40076,0.000387,0.005158,0.004917,0.000519,3.491424,0.192001,3.659915
219.985711,2.19985711,0.098246,0.901754,0.976417,0.023583,4.233087,0.000052,1.647068,1.778118,5.40105,0.000386,0.005161,0.00495,0.000519,3.491424,0.192848,3.659916
221.094899,2.21094899,0.097767,0.902233,0.976348,0.023652,4.260443,0.000052,1.641664,1.77208,5.401337,0.000386,0.005163,0.004984,0.000519,3.491424,0.193414,3.659916
221.83522,2.2183522,0.097449,0.902551,0.976321,0.023679,4.278983,0.000051,1.638077,1.768072,5.401527,0.000386,0.005165,0.005006,0.000519,3.491424,0.193637,3.659917
222.9457,2.229457,0.096976,0.903024,0.976308,0.023692,4.306986,0.000051,1.632725,1.762091,5.401809,0.000386,0.005168,0.005039,0.000519,3.491424,0.193738,3.659917
224.112816,2.24112816,0.096484,0.903516,0.976331,0.023669,4.33637,0.000051,1.627138,1.755845,5.402102,0.000386,0.005171,0.005073,0.000519,3.491424,0.193552,3.659918
224.909771,2.24909771,0.096151,0.903849,0.976367,0.023633,4.356232,0.000051,1.623345,1.751605,5.4023,0.000386,0.005172,0.005095,0.000519,3.491424,0.193258,3.659918
226.105203,2.26105203,0.095656,0.904344,0.976451,0.023549,4.385454,0.00005,1.617689,1.745279,5.402595,0.000386,0.005175,0.005127,0.000519,3.491424,0.192573,3.659919
226.902159,2.26902159,0.095328,0.904672,0.976525,0.023475,4.404407,0.00005,1.613939,1.741086,5.40279,0.000387,0.005178,0.005148,0.000519,3.491424,0.191961,3.659919
227.818846,2.27818846,0.094955,0.905045,0.976629,0.023371,4.425541,0.00005,1.609648,1.736286,5.403012,0.000387,0.00518,0.00517,0.000519,3.491424,0.191113,3.659919
229.193878,2.29193878,0.094399,0.905601,0.976817,0.023183,4.455618,0.00005,1.603255,1.729132,5.403342,0.000387,0.005183,0.005201,0.000519,3.491424,0.189576,3.65992
230.038931,2.30038931,0.094061,0.905939,0.97695,0.02305,4.472979,0.00005,1.59935,1.724763,5.403542,0.000387,0.005186,0.005218,0.000519,3.491424,0.188487,3.65992
230.812349,2.30812349,0.093754,0.906246,0.977082,0.022918,4.488027,0.00005,1.595793,1.720782,5.403724,0.000387,0.005188,0.005232,0.000519,3.491424,0.187405,3.65992
231.972477,2.31972477,0.093297,0.906703,0.977297,0.022703,4.508958,0.000049,1.590488,1.714844,5.403995,0.000387,0.005191,0.005251,0.000519,3.491424,0.185648,3.659921
232.887628,2.32887628,0.09294,0.90706,0.977479,0.022521,4.52398,0.000049,1.586327,1.710186,5.404207,0.000387,0.005193,0.005264,0.000519,3.491424,0.184163,3.659921
233.802779,2.33802779,0.092585,0.907415,0.977669,0.022331,4.53761,0.000049,1.582189,1.705552,5.404416,0.000387,0.005195,0.005275,0.000519,3.491424,0.182607,3.659921
234.71793,2.3471793,0.092233,0.907767,0.977866,0.022134,4.549788,0.000049,1.578071,1.700942,5.404624,0.000387,0.005198,0.005284,0.000519,3.491424,0.180995,3.659921
235.913397,2.35913397,0.091777,0.908223,0.978131,0.021869,4.563439,0.000049,1.572725,1.694955,5.404894,0.000387,0.005201,0.005293,0.000519,3.491424,0.17883,3.659922
237.108864,2.37108864,0.091326,0.908674,0.978401,0.021599,4.574476,0.000048,1.567415,1.689007,5.40516,0.000387,0.005204,0.005298,0.000519,3.491424,0.176626,3.659922
237.706598,2.37706598,0.091102,0.908898,0.978536,0.021464,4.579004,0.000048,1.564773,1.686048,5.405292,0.000387,0.005206,0.005299,0.000519,3.491424,0.175521,3.659922
238.788813,2.38788813,0.090699,0.909301,0.97878,0.02122,4.585523,0.000048,1.560013,1.680715,5.405529,0.000387,0.005208,0.0053,0.000519,3.491424,0.173528,3.659922
239.757777,2.39757777,0.090341,0.909659,0.978995,0.021005,4.589542,0.000048,1.555775,1.675968,5.40574,0.000387,0.005211,0.005298,0.000519,3.491424,0.171769,3.659922
241.211223,2.41211223,0.08981,0.91019,0.979307,0.020693,4.592424,0.000048,1.549462,1.668893,5.406052,0.000387,0.005214,0.005292,0.000519,3.491424,0.169212,3.659922
241.74483,2.4174483,0.089616,0.910384,0.979418,0.020582,4.592562,0.000047,1.547156,1.66631,5.406166,0.000387,0.005216,0.005289,0.000519,3.491424,0.168306,3.659922
242.812043,2.42812043,0.089232,0.910768,0.979632,0.020368,4.591416,0.000047,1.542566,1.661166,5.406392,0.000387,0.005218,0.005281,0.000519,3.491424,0.166558,3.659922
243.879257,2.43879257,0.088851,0.911149,0.979833,0.020167,4.588456,0.000047,1.538004,1.656052,5.406616,0.000387,0.005221,0.005271,0.000519,3.491424,0.16491,3.659922
244.946471,2.44946471,0.088473,0.911527,0.980021,0.019979,4.583797,0.000047,1.533468,1.650968,5.406838,0.000387,0.005223,0.00526,0.000519,3.491424,0.163377,3.659922
246.328532,2.46328532,0.087988,0.912012,0.98024,0.01976,4.575452,0.000047,1.527633,1.644428,5.407122,0.000387,0.005227,0.005243,0.000519,3.491424,0.161582,3.659922
247.019562,2.47019562,0.087748,0.912252,0.98034,0.01966,4.57039,0.000046,1.524732,1.641176,5.407262,0.000387,0.005228,0.005234,0.000519,3.491424,0.160771,3.659922
247.710592,2.47710592,0.087509,0.912491,0.980431,0.019569,4.564788,0.000046,1.521842,1.637936,5.407402,0.000387,0.00523,0.005225,0.000519,3.491424,0.160022,3.659922
249.092653,2.49092653,0.087034,0.912966,0.980591,0.019409,4.552141,0.000046,1.516095,1.631493,5.40768,0.000387,0.005233,0.005205,0.000519,3.491424,0.158715,3.659922
